t,u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,u17,u18,u19,u20,u21,u22,u23,u24,u25,u26,u27,u28,u29,u30,u31,u32,u33,u34,u35,u36,u37,u38,u39,u40,u41,u42,u43,u44,u45,u46,u47,u48,u49,u50,u51,u52,u53,u54,u55,u56,u57,u58,u59,u60,u61,u62,u63,u64,u65,u66,u67,u68,u69,u70,u71,u72,u73,u74,u75,u76,u77,u78,u79,u80,u81,u82,u83,u84,u85,u86,u87,u88,u89,u90,u91,u92,u93,u94,u95,u96,u97,u98,u99,u100,u101,u102,u103,u104,u105,u106,u107,u108,u109,u110,u111,u112,u113,u114,u115,u116,u117,u118,u119,u120,u121,u122,u123,u124,u125,u126,u127,u128,u129,u130,u131,u132,u133,u134,u135,u136,u137,u138,u139,u140,u141,u142,u143,u144,u145,u146,u147,u148,u149,u150,u151,u152,u153,u154,u155,u156,u157,u158,u159,u160,u161,u162,u163,u164,u165,u166,u167,u168,u169,u170,u171,u172,u173,u174,u175,u176,u177,u178,u179,u180,u181,u182,u183,u184,u185,u186,u187,u188,u189,u190,u191,u192,u193,u194,u195,u196,u197,u198,u199,u200
0.01,1.15251e-19,5.35809e-20,3.66913e-20,5.12329e-20,1.09346e-19,2.58286e-19,6.16818e-19,1.46476e-18,3.4493e-18,8.051e-18,1.86248e-17,4.2702e-17,9.70325e-17,2.18523e-16,4.87735e-16,1.07889e-15,2.36525e-15,5.13898e-15,1.10657e-14,2.36145e-14,4.99431e-14,1.04681e-13,2.17447e-13,4.47643e-13,9.1327e-13,1.84653e-12,3.69997e-12,7.34729e-12,1.4459e-11,2.8199e-11,5.45015e-11,1.04391e-10,1.9815e-10,3.72737e-10,6.94842e-10,1.28364e-09,2.35002e-09,4.26356e-09,7.66553e-09,1.36578e-08,2.41149e-08,4.21947e-08,7.31634e-08,1.25717e-07,2.14071e-07,3.61229e-07,6.04043e-07,1.00095e-06,1.64368e-06,2.67472e-06,4.31317e-06,6.89241e-06,1.09144e-05,1.71271e-05,2.6633e-05,4.10403e-05,6.26689e-05,9.48298e-05,0.000142196,0.000211291,0.000311117,0.000453958,0.000656379,0.000940463,0.00133529,0.00187869,0.00261929,0.00361873,0.0049542,0.00672104,0.00903534,0.0120364,0.0158889,0.0207842,0.0269412,0.0346054,0.0440468,0.0555556,0.0694359,0.0859972,0.105542,0.128355,0.154683,0.18472,0.218589,0.256323,0.297844,0.342953,0.391312,0.442442,0.495717,0.550372,0.605512,0.660138,0.713169,0.763477,0.809927,0.851418,0.886925,0.915544,0.936525,0.949312,0.95356,0.949156,0.93622,0.915103,0.886368,0.850769,0.809213,0.762726,0.71241,0.659398,0.604816,0.549739,0.495164,0.441979,0.390945,0.342683,0.297668,0.256233,0.218577,0.184774,0.154791,0.128505,0.105721,0.0861942,0.0696412,0.0557608,0.0442453,0.0347923,0.027113,0.0209388,0.0160253,0.0121547,0.00913627,0.00680579,0.0050243,0.00367588,0.00266526,0.00191518,0.00136387,0.000962576,0.000673277,0.000466716,0.000320636,0.000218312,0.000147315,9.85196e-05,6.52993e-05,4.28949e-05,2.79265e-05,1.80195e-05,1.15235e-05,7.30378e-06,4.58809e-06,2.85654e-06,1.76268e-06,1.07804e-06,6.53475e-07,3.92604e-07,2.33784e-07,1.37979e-07,8.07141e-08,4.67981e-08,2.68938e-08,1.53187e-08,8.64852e-09,4.83964e-09,2.68435e-09,1.47578e-09,8.04197e-10,4.34376e-10,2.32559e-10,1.23415e-10,6.49192e-11,3.38494e-11,1.74945e-11,8.96257e-12,4.55137e-12,2.29106e-12,1.14318e-12,5.65436e-13,2.77232e-13,1.3474e-13,6.49155e-14,3.10027e-14,1.46776e-14,6.88833e-15,3.20466e-15,1.47796e-15,6.75705e-16,3.06245e-16,1.37594e-16,6.12853e-17,2.70606e-17,1.18453e-17,5.14007e-18,2.21039e-18,9.39324e-19,3.84572e-19,1.15251e-19
0.02,2.49267e-17,1.14382e-17,5.29693e-18,2.63902e-18,1.76649e-18,2.12532e-18,3.9746e-18,8.5623e-18,1.8919e-17,4.17433e-17,9.14769e-17,1.9889e-16,4.28941e-16,9.17585e-16,1.94694e-15,4.09746e-15,8.55321e-15,1.77089e-14,3.63666e-14,7.40725e-14,1.49642e-13,2.99839e-13,5.95884e-13,1.17454e-12,2.29619e-12,4.45224e-12,8.56202e-12,1.63305e-11,3.0892e-11,5.79581e-11,1.07845e-10,1.99024e-10,3.64271e-10,6.61238e-10,1.19042e-09,2.12547e-09,3.7637e-09,6.6097e-09,1.1512e-08,1.9885e-08,3.40642e-08,5.78721e-08,9.75076e-08,1.62931e-07,2.69999e-07,4.43724e-07,7.23196e-07,1.16893e-06,1.87374e-06,2.97863e-06,4.6958e-06,7.34155e-06,1.13828e-05,1.75022e-05,2.6688e-05,4.03572e-05,6.05207e-05,9.00046e-05,0.00013274,0.000194141,0.000281582,0.000405012,0.000577703,0.000817173,0.00114629,0.00159459,0.00219974,0.0030093,0.00408251,0.00549237,0.00732757,0.00969458,0.0127194,0.0165489,0.0213521,0.0273198,0.0346643,0.0436167,0.054424,0.0673432,0.0826348,0.100554,0.121339,0.145201,0.172307,0.202771,0.236632,0.273847,0.314275,0.357668,0.403661,0.451776,0.501416,0.551877,0.60236,0.65199,0.699836,0.744944,0.786363,0.823181,0.854559,0.879758,0.898173,0.909355,0.913028,0.909103,0.89768,0.879044,0.853652,0.822118,0.785184,0.743694,0.698559,0.650728,0.601154,0.550759,0.500415,0.450912,0.402947,0.35711,0.313872,0.273592,0.236513,0.202774,0.172414,0.145391,0.121595,0.100856,0.0829656,0.0676878,0.0547695,0.0439527,0.0349827,0.0276149,0.0216201,0.016788,0.0129291,0.00987574,0.00748178,0.00562181,0.00418972,0.00309696,0.00227054,0.00165108,0.00119084,0.000851908,0.000604483,0.000425434,0.000296987,0.000205639,0.000141234,9.62137e-05,6.50138e-05,4.3576e-05,2.89711e-05,1.91056e-05,1.24979e-05,8.10959e-06,5.21973e-06,3.33264e-06,2.11068e-06,1.32603e-06,8.26386e-07,5.10877e-07,3.13298e-07,1.90593e-07,1.15019e-07,6.88573e-08,4.0893e-08,2.40919e-08,1.40806e-08,8.16395e-09,4.69584e-09,2.67956e-09,1.51689e-09,8.51898e-10,4.74646e-10,2.62364e-10,1.43877e-10,7.82781e-11,4.22523e-11,2.2627e-11,1.20219e-11,6.33713e-12,3.31428e-12,1.71976e-12,8.85384e-13,4.52256e-13,2.29208e-13,1.15258e-13,5.75062e-14,2.84683e-14,1.39836e-14,6.81532e-15,3.29587e-15,1.5815e-15,7.52928e-16,3.55459e-16,1.65768e-16,7.42464e-17,2.49267e-17
0.03,2.07243e-15,1.02473e-15,5.03584e-16,2.46731e-16,1.22195e-16,6.47565e-17,4.39116e-17,4.86798e-17,8.21899e-17,1.63571e-16,3.382e-16,7.01417e-16,1.44727e-15,2.96548e-15,6.03157e-15,1.21762e-14,2.43967e-14,4.85157e-14,9.57549e-14,1.87571e-13,3.64664e-13,7.03624e-13,1.34743e-12,2.56086e-12,4.83036e-12,9.04238e-12,1.67994e-11,3.09749e-11,5.668e-11,1.02932e-10,1.85511e-10,3.31805e-10,5.88969e-10,1.03751e-09,1.81378e-09,3.14675e-09,5.41785e-09,9.2571e-09,1.56966e-08,2.64128e-08,4.41065e-08,7.30915e-08,1.202e-07,1.96163e-07,3.17688e-07,5.10568e-07,8.14281e-07,1.28873e-06,2.02401e-06,3.15449e-06,4.87872e-06,7.48763e-06,1.14036e-05,1.72345e-05,2.58471e-05,3.84662e-05,5.68071e-05,8.32491e-05,0.000121062,0.000174698,0.000250161,0.000355468,0.000501221,0.000701304,0.000973712,0.00134153,0.00183407,0.00248816,0.00334952,0.00447437,0.00593095,0.00780117,0.0101821,0.0131873,0.016948,0.0216133,0.0273505,0.034344,0.0427934,0.0529106,0.0649158,0.0790311,0.0954744,0.11445,0.13614,0.160694,0.188214,0.218749,0.25228,0.288709,0.327855,0.369442,0.413099,0.45836,0.504665,0.551372,0.597768,0.643084,0.686515,0.727244,0.764469,0.797425,0.825411,0.847819,0.864149,0.874034,0.87725,0.873724,0.863542,0.846937,0.824288,0.796101,0.762992,0.725666,0.684887,0.641458,0.596193,0.549889,0.503311,0.457163,0.41208,0.368611,0.327217,0.288259,0.252008,0.21864,0.188249,0.160851,0.136397,0.114784,0.095863,0.0794546,0.0653562,0.0533527,0.0432245,0.0347545,0.0277332,0.0219635,0.017263,0.0134663,0.0104256,0.00801074,0.00610899,0.00462374,0.00347334,0.0025896,0.00191626,0.00140739,0.00102593,0.000742268,0.000533031,0.000379922,0.000268775,0.000188729,0.000131537,9.09958e-05,6.24826e-05,4.25858e-05,2.881e-05,1.93462e-05,1.28952e-05,8.53181e-06,5.60324e-06,3.65281e-06,2.36377e-06,1.51838e-06,9.68177e-07,6.12818e-07,3.85047e-07,2.40163e-07,1.487e-07,9.13977e-08,5.57672e-08,3.37791e-08,2.03116e-08,1.21248e-08,7.18518e-09,4.22709e-09,2.46882e-09,1.43148e-09,8.24009e-10,4.70906e-10,2.67175e-10,1.50494e-10,8.41613e-11,4.67278e-11,2.57582e-11,1.40972e-11,7.66011e-12,4.13262e-12,2.21364e-12,1.17729e-12,6.21674e-13,3.25946e-13,1.69681e-13,8.77052e-14,4.50058e-14,2.29106e-14,1.15167e-14,5.5546e-15,2.07243e-15
0.04,8.42005e-14,4.44339e-14,2.32984e-14,1.21409e-14,6.29343e-15,3.25704e-15,1.70739e-15,9.56051e-16,6.64947e-16,7.04436e-16,1.09955e-15,2.04397e-15,3.98869e-15,7.84298e-15,1.53706e-14,2.99408e-14,5.793e-14,1.1131e-13,2.1239e-13,4.02436e-13,7.57212e-13,1.4148e-12,2.62497e-12,4.8362e-12,8.84775e-12,1.60734e-11,2.89951e-11,5.19378e-11,9.23805e-11,1.6316e-10,2.86142e-10,4.98289e-10,8.6161e-10,1.47934e-09,2.52203e-09,4.2693e-09,7.17603e-09,1.19765e-08,1.98471e-08,3.26571e-08,5.33546e-08,8.65523e-08,1.39411e-07,2.22958e-07,3.54043e-07,5.58206e-07,8.7385e-07,1.35826e-06,2.09618e-06,3.21198e-06,4.88671e-06,7.3817e-06,1.10711e-05,1.64862e-05,2.4375e-05,3.57815e-05,5.21511e-05,7.54671e-05,0.000108428,0.000154671,0.000219062,0.000308041,0.000430067,0.000596138,0.000820428,0.00112103,0.00152081,0.00204839,0.00273925,0.0036369,0.00479413,0.00627433,0.00815273,0.0105176,0.0134713,0.0171308,0.0216284,0.0271111,0.0337402,0.0416893,0.0511421,0.0622886,0.075321,0.0904275,0.107786,0.127556,0.14987,0.174827,0.202479,0.232825,0.265802,0.301276,0.339041,0.378808,0.42021,0.462803,0.506066,0.549416,0.592214,0.633782,0.673422,0.710428,0.744115,0.773834,0.798996,0.81909,0.8337,0.842521,0.845366,0.842177,0.833026,0.818109,0.797742,0.772349,0.74245,0.708636,0.671559,0.631905,0.590374,0.547662,0.50444,0.461338,0.418932,0.377733,0.338178,0.300626,0.265357,0.232573,0.202401,0.174903,0.150076,0.127867,0.108179,0.0908789,0.0758095,0.0627952,0.0516505,0.042186,0.0342147,0.0275555,0.0220373,0.0175011,0.0138017,0.0108085,0.0084054,0.00649113,0.00497798,0.00379105,0.0028671,0.0021533,0.00160601,0.00118953,0.000874967,0.000639144,0.00046366,0.000334039,0.000238999,0.000169823,0.000119841,8.3989e-05,5.84592e-05,4.0411e-05,2.77438e-05,1.89171e-05,1.28106e-05,8.6162e-06,5.75564e-06,3.81864e-06,2.51631e-06,1.64688e-06,1.07055e-06,6.91201e-07,4.43257e-07,2.82335e-07,1.78622e-07,1.12246e-07,7.00611e-08,4.34365e-08,2.67492e-08,1.63623e-08,9.94181e-09,6.00031e-09,3.59728e-09,2.14225e-09,1.26726e-09,7.44675e-10,4.34685e-10,2.52054e-10,1.45188e-10,8.30779e-11,4.72243e-11,2.66669e-11,1.49594e-11,8.33658e-12,4.6153e-12,2.53827e-12,1.38652e-12,7.51523e-13,4.02086e-13,2.06339e-13,8.42005e-14
0.05,1.97425e-12,1.10139e-12,6.10735e-13,3.36629e-13,1.8445e-13,1.00502e-13,5.45192e-14,2.95704e-14,1.62833e-14,9.57685e-15,6.85716e-15,7.08549e-15,1.04114e-14,1.82514e-14,3.38502e-14,6.35268e-14,1.19049e-13,2.21953e-13,4.11268e-13,7.57173e-13,1.38496e-12,2.51674e-12,4.54355e-12,8.14901e-12,1.45199e-11,2.57022e-11,4.51984e-11,7.89619e-11,1.37042e-10,2.3628e-10,4.04704e-10,6.88625e-10,1.16402e-09,1.95464e-09,3.26064e-09,5.40338e-09,8.89513e-09,1.45466e-08,2.36315e-08,3.81365e-08,6.11375e-08,9.73621e-08,1.54023e-07,2.42044e-07,3.77845e-07,5.85926e-07,9.02565e-07,1.38109e-06,2.09927e-06,3.16971e-06,4.75414e-06,7.08315e-06,1.04829e-05,1.5411e-05,2.25051e-05,3.26457e-05,4.70399e-05,6.73288e-05,9.57257e-05,0.000135191,0.000189652,0.000264277,0.000365805,0.000502954,0.000686902,0.000931857,0.00125571,0.0016808,0.00223475,0.00295138,0.00387174,0.00504511,0.00653009,0.00839558,0.0107217,0.0136007,0.0171373,0.0214488,0.0266653,0.0329285,0.0403905,0.0492117,0.0595579,0.0715966,0.0854924,0.101402,0.119466,0.139806,0.162515,0.187647,0.215216,0.245183,0.277455,0.311874,0.348218,0.386197,0.425456,0.465573,0.506068,0.54641,0.586029,0.624324,0.660682,0.694492,0.725164,0.752141,0.774922,0.793074,0.806245,0.814178,0.816718,0.813817,0.805534,0.792037,0.773593,0.750562,0.723385,0.692568,0.658668,0.622278,0.584006,0.54446,0.504235,0.463896,0.423965,0.384913,0.347153,0.311033,0.276836,0.244776,0.215005,0.187613,0.162636,0.140059,0.119824,0.101841,0.0859901,0.0721311,0.0601101,0.0497652,0.0409317,0.0334467,0.0271522,0.0218989,0.0175471,0.0139687,0.0110478,0.00868103,0.00677708,0.00525646,0.00405065,0.00310129,0.0023591,0.00178296,0.00133884,0.000998876,0.000740447,0.000545354,0.000399087,0.000290178,0.00020964,0.000150486,0.000107334,7.60671e-05,5.3565e-05,3.74794e-05,2.60576e-05,1.80015e-05,1.23572e-05,8.42891e-06,5.71303e-06,3.84777e-06,2.57514e-06,1.71256e-06,1.13175e-06,7.43214e-07,4.85e-07,3.14512e-07,2.02677e-07,1.29792e-07,8.25977e-08,5.22361e-08,3.28291e-08,2.05039e-08,1.27265e-08,7.85014e-09,4.81224e-09,2.93171e-09,1.77502e-09,1.06806e-09,6.38715e-10,3.7961e-10,2.24228e-10,1.31635e-10,7.68026e-11,4.45335e-11,2.56566e-11,1.46689e-11,8.27558e-12,4.47877e-12,1.97425e-12
0.06,2.99802e-11,1.75499e-11,1.02151e-11,5.91219e-12,3.40248e-12,1.94718e-12,1.10825e-12,6.27595e-13,3.54137e-13,2.00103e-13,1.1507e-13,7.07196e-14,5.21344e-14,5.31576e-14,7.45194e-14,1.24203e-13,2.20202e-13,3.9654e-13,7.14397e-13,1.28166e-12,2.28659e-12,4.05518e-12,7.14795e-12,1.25224e-11,2.18031e-11,3.77289e-11,6.4886e-11,1.10904e-10,1.8839e-10,3.18041e-10,5.33606e-10,8.89753e-10,1.47444e-09,2.42824e-09,3.9743e-09,6.46447e-09,1.04498e-08,1.67873e-08,2.6801e-08,4.25226e-08,6.70474e-08,1.0506e-07,1.63601e-07,2.53176e-07,3.89358e-07,5.95062e-07,9.03777e-07,1.3641e-06,2.04603e-06,3.04972e-06,4.51741e-06,6.64964e-06,9.72714e-06,1.414e-05,2.04263e-05,2.93228e-05,4.18306e-05,5.93002e-05,8.35393e-05,0.000116949,0.000162694,0.000224915,0.000308982,0.000421808,0.000572223,0.000771404,0.00103339,0.00137566,0.00181981,0.00239223,0.00312497,0.0040565,0.00523263,0.00670736,0.0085437,0.0108144,0.0136026,0.0170021,0.0211177,0.0260646,0.0319681,0.0389624,0.0471884,0.056792,0.0679206,0.0807193,0.0953269,0.111871,0.130461,0.151184,0.174099,0.199228,0.226553,0.256008,0.287476,0.320786,0.35571,0.391962,0.4292,0.467029,0.505007,0.542651,0.579449,0.614866,0.648365,0.679409,0.707486,0.732117,0.752869,0.769371,0.781325,0.78851,0.790795,0.788141,0.780597,0.768309,0.751503,0.73049,0.705646,0.677408,0.646259,0.612712,0.577301,0.540561,0.503022,0.465189,0.427537,0.390502,0.354469,0.319772,0.28669,0.255445,0.226201,0.199071,0.174116,0.151352,0.130756,0.112268,0.0958031,0.0812512,0.0684874,0.0573752,0.047772,0.0395329,0.0325151,0.0265799,0.0215956,0.0174391,0.013997,0.0111659,0.00885342,0.00697724,0.00546533,0.00425512,0.00329285,0.0025328,0.00193642,0.00147154,0.00111152,0.000834538,0.000622809,0.000462007,0.000340667,0.00024969,0.000181914,0.000131743,9.48395e-05,6.78661e-05,4.8275e-05,3.4135e-05,2.39933e-05,1.67647e-05,1.16444e-05,8.04012e-06,5.51863e-06,3.76554e-06,2.5542e-06,1.72233e-06,1.15456e-06,7.6941e-07,5.09733e-07,3.35719e-07,2.19816e-07,1.43086e-07,9.25966e-08,5.95735e-08,3.81045e-08,2.42308e-08,1.5319e-08,9.62876e-09,6.01712e-09,3.73843e-09,2.30927e-09,1.41824e-09,8.65979e-10,5.25678e-10,3.17139e-10,1.89886e-10,1.12152e-10,6.35804e-11,2.99802e-11
0.07,3.20478e-10,1.95689e-10,1.18851e-10,7.17972e-11,4.31407e-11,2.57839e-11,1.53285e-11,9.06508e-12,5.33388e-12,3.12439e-12,1.82523e-12,1.0694e-12,6.39195e-13,4.08674e-13,3.09748e-13,3.13725e-13,4.23711e-13,6.76056e-13,1.1514e-12,1.99837e-12,3.47619e-12,6.02741e-12,1.03991e-11,1.78423e-11,3.04383e-11,5.16272e-11,8.70593e-11,1.45957e-10,2.43281e-10,4.03143e-10,6.64168e-10,1.08783e-09,1.77138e-09,2.86762e-09,4.61522e-09,7.38452e-09,1.17465e-08,1.8576e-08,2.92044e-08,4.56455e-08,7.09248e-08,1.09559e-07,1.68247e-07,2.56857e-07,3.89836e-07,5.88189e-07,8.82255e-07,1.31557e-06,1.95017e-06,2.8739e-06,4.21026e-06,6.13174e-06,8.87756e-06,1.27773e-05,1.82818e-05,2.60034e-05,3.67683e-05,5.16832e-05,7.22195e-05,0.000100321,0.000138533,0.000190171,0.000259516,0.000352054,0.000474768,0.000636471,0.000848203,0.00112369,0.00147984,0.00193735,0.0025213,0.00326185,0.00419493,0.00536299,0.00681571,0.00861067,0.0108139,0.0135006,0.0167548,0.0206705,0.0253501,0.0309052,0.0374545,0.0451229,0.0540394,0.0643348,0.0761381,0.0895736,0.104756,0.121787,0.140749,0.161701,0.184672,0.20966,0.236621,0.26547,0.296075,0.328258,0.361788,0.396388,0.431732,0.467451,0.503139,0.538355,0.572639,0.605515,0.636504,0.665136,0.690963,0.713567,0.732573,0.747661,0.758573,0.76512,0.767191,0.76475,0.757843,0.746592,0.731197,0.711922,0.689096,0.663098,0.634347,0.603296,0.570411,0.53617,0.501043,0.465486,0.429933,0.394782,0.360395,0.32709,0.295137,0.264759,0.236129,0.209374,0.184574,0.16177,0.140962,0.122121,0.105187,0.0900787,0.0766952,0.0649239,0.0546429,0.0457254,0.0380433,0.03147,0.0258832,0.0211662,0.0172097,0.0139127,0.0111831,0.0089377,0.00710239,0.0056118,0.00440879,0.00344398,0.00267502,0.00206597,0.00158653,0.00121146,0.000919826,0.00069445,0.000521337,0.000389171,0.000288874,0.00021322,0.000156495,0.000114216,8.28923e-05,5.98221e-05,4.29313e-05,3.06375e-05,2.17422e-05,1.53436e-05,1.07678e-05,7.51458e-06,5.21514e-06,3.59925e-06,2.47029e-06,1.68606e-06,1.14445e-06,7.72529e-07,5.18603e-07,3.46226e-07,2.29875e-07,1.51787e-07,9.9676e-08,6.50975e-08,4.22823e-08,2.73134e-08,1.75477e-08,1.12122e-08,7.12492e-09,4.50244e-09,2.82829e-09,1.7633e-09,1.08417e-09,6.40384e-10,3.20478e-10
0.08,2.5663e-09,1.62673e-09,1.02591e-09,6.43719e-10,4.01861e-10,2.49605e-10,1.54253e-10,9.48465e-11,5.80275e-11,3.53272e-11,2.14071e-11,1.29209e-11,7.78494e-12,4.71168e-12,2.91603e-12,1.93205e-12,1.50248e-12,1.51742e-12,1.98869e-12,3.05501e-12,5.01922e-12,8.42696e-12,1.4205e-11,2.38907e-11,4.00043e-11,6.66436e-11,1.10427e-10,1.81979e-10,2.9825e-10,4.86126e-10,7.87994e-10,1.27028e-09,2.03648e-09,3.24683e-09,5.14798e-09,8.11731e-09,1.27287e-08,1.98494e-08,3.07826e-08,4.74739e-08,7.28105e-08,1.11051e-07,1.68437e-07,2.54061e-07,3.81087e-07,5.68453e-07,8.43232e-07,1.24389e-06,1.82472e-06,2.66188e-06,3.86154e-06,5.5707e-06,7.99162e-06,1.14008e-05,1.61737e-05,2.2817e-05,3.20096e-05,4.46553e-05,6.19494e-05,8.54617e-05,0.00011724,0.000159937,0.000216965,0.000292684,0.000392622,0.000523742,0.000694747,0.000916433,0.0012021,0.00156799,0.00203382,0.00262328,0.00336466,0.00429142,0.00544281,0.0068645,0.00860909,0.0107366,0.013315,0.0164202,0.0201361,0.0245548,0.0297756,0.0359042,0.043052,0.0513339,0.0608665,0.0717654,0.0841425,0.0981022,0.113738,0.131129,0.150333,0.171386,0.194295,0.219035,0.245546,0.273727,0.303439,0.334497,0.366675,0.399706,0.433281,0.467056,0.500657,0.533684,0.565719,0.596336,0.62511,0.651625,0.675485,0.696324,0.713816,0.72768,0.737693,0.743692,0.745579,0.743325,0.736969,0.726619,0.712447,0.694684,0.673617,0.649577,0.622934,0.594085,0.563444,0.531437,0.498485,0.465,0.431376,0.397983,0.365156,0.333195,0.302363,0.272879,0.24492,0.218621,0.194078,0.171348,0.150454,0.131386,0.114108,0.0985621,0.0846705,0.0723409,0.0614706,0.0519499,0.0436654,0.0365031,0.0303501,0.0250977,0.0206421,0.0168857,0.0137383,0.0111173,0.00894782,0.00716296,0.00570329,0.00451668,0.00355776,0.0027874,0.00217214,0.00168364,0.00129802,0.000995385,0.000759238,0.000576029,0.000434705,0.00032631,0.000243643,0.000180954,0.000133683,9.82381e-05,7.18097e-05,5.22141e-05,3.77656e-05,2.71715e-05,1.94464e-05,1.38445e-05,9.80465e-06,6.90724e-06,4.84059e-06,3.37456e-06,2.34025e-06,1.6145e-06,1.10801e-06,7.56464e-07,5.13773e-07,3.47132e-07,2.33327e-07,1.5602e-07,1.03788e-07,6.86847e-08,4.52178e-08,2.96103e-08,1.92777e-08,1.24565e-08,7.93667e-09,4.8632e-09,2.5663e-09
0.09,1.61461e-08,1.05825e-08,6.90243e-09,4.48038e-09,2.89419e-09,1.86056e-09,1.19033e-09,7.57879e-10,4.80229e-10,3.02846e-10,1.90082e-10,1.18756e-10,7.38774e-11,4.58038e-11,2.83741e-11,1.76846e-11,1.12963e-11,7.72969e-12,6.15387e-12,6.21056e-12,7.94084e-12,1.18008e-11,1.8771e-11,3.05824e-11,5.01069e-11,8.199e-11,1.3365e-10,2.16832e-10,3.50017e-10,5.62097e-10,8.97989e-10,1.42712e-09,2.2562e-09,3.54828e-09,5.55111e-09,8.639e-09,1.33742e-08,2.05962e-08,3.15519e-08,4.80817e-08,7.28866e-08,1.09908e-07,1.64863e-07,2.45995e-07,3.65124e-07,5.39091e-07,7.91758e-07,1.15672e-06,1.68102e-06,2.43007e-06,3.49437e-06,4.9983e-06,7.11177e-06,1.00655e-05,1.41707e-05,1.98448e-05,2.7644e-05,3.83048e-05,5.27961e-05,7.23849e-05,9.87165e-05,0.000133914,0.0001807,0.000242541,0.00032382,0.000430047,0.000568095,0.00074648,0.00097568,0.00126849,0.00164043,0.00211019,0.00270006,0.0034365,0.0043506,0.00547862,0.00686252,0.00855037,0.0105968,0.0130634,0.0160186,0.0195382,0.0237046,0.0286069,0.0343398,0.0410028,0.048699,0.0575329,0.0676087,0.0790276,0.0918853,0.106268,0.122251,0.139892,0.159231,0.180282,0.203035,0.227448,0.253447,0.280922,0.309728,0.339681,0.370559,0.402106,0.434031,0.466015,0.497712,0.528757,0.558772,0.587374,0.614182,0.638826,0.660956,0.680248,0.696415,0.709213,0.718444,0.723966,0.725695,0.723605,0.717731,0.708167,0.695064,0.678626,0.659103,0.636788,0.612008,0.585114,0.556477,0.526475,0.49549,0.463894,0.432047,0.40029,0.368934,0.338265,0.308532,0.27995,0.252696,0.226911,0.202701,0.180135,0.159253,0.140063,0.122548,0.10667,0.0923692,0.0795734,0.068197,0.0581461,0.0493214,0.041621,0.0349425,0.0291851,0.0242514,0.0200485,0.0164892,0.0134925,0.010984,0.00889627,0.00716863,0.00574708,0.00458399,0.0036377,0.00287211,0.00225614,0.0017633,0.00137114,0.00106081,0.000816574,0.000625397,0.000476566,0.000361325,0.000272574,0.00020459,0.000152792,0.000113537,8.39444e-05,6.17548e-05,4.52039e-05,3.29238e-05,2.38603e-05,1.72058e-05,1.23456e-05,8.81426e-06,6.26185e-06,4.42654e-06,3.11367e-06,2.17937e-06,1.5179e-06,1.05199e-06,7.25494e-07,4.9787e-07,3.39981e-07,2.3101e-07,1.56163e-07,1.0497e-07,7.00284e-08,4.60633e-08,2.91756e-08,1.61461e-08
